Year,State,Crime_Prop,Crime_Viol,Burglary,Larceny,Motor,Assault,Murder,Rape,Robbery,Crime_Tot
2011,New Jersey,2167.4581609365587,310.7826013839268,493.97559528868976,1474.5236639421348,198.95890170573412,155.46556040262016,4.341336930702209,11.493118295490586,139.4825857551139,2478.240762320486
2011,New Mexico,3610.4118723541287,584.3497930427816,1051.4271015779016,2293.90673965803,265.0780311181973,450.14176765812397,7.75598683642133,42.01977678466239,84.43226176357395,4194.76166539691
2011,New York,1926.372240453646,401.31179216232056,337.92086889704353,1488.7282690775803,99.72310247902236,235.91826280272844,3.983950636727528,14.252078285614342,147.15750043725023,2327.6840326159663
2011,North Carolina,3586.5322055953156,354.8352984944052,1120.4688187459549,2287.49377835837,178.56960849099073,228.43829575433477,5.287333671949187,20.798969203510957,100.31069986461029,3941.3675040897206
2011,North Dakota,1999.7510434429194,254.80553643389229,368.6356730750484,1483.3911482446313,147.72422212323949,197.66550736896411,3.5993719096017744,39.893038664753,13.647618490573393,2254.5565798768116
2011,Ohio,3301.9895994424905,305.56496461422705,979.5726636921702,2140.8462044628554,181.57073128746464,130.5622575817732,4.338193035013729,31.92042435163102,138.74408964580908,3607.554564056717
2011,Oklahoma,3435.652520379484,466.035988499187,981.6073140001939,2155.4332726704934,298.6119337087968,333.8520185649828,5.707332306731422,37.95914411552502,88.5174935119477,3901.6885088786707
2011,Oregon,3205.3994867426045,253.6302689827514,544.5567861680893,2421.336610212912,239.50609036160262,159.99511834720283,2.2093687228612584,32.588188662203564,58.837593250483756,3459.0297557253557
2011,Pennsylvania,2238.7476749974862,364.8207264994563,457.840573129262,1647.644738589114,133.2623632791103,205.72258854716142,5.0470987515025785,26.372868124048683,127.67817107674362,2603.5684014969424
2011,Rhode Island,2654.3727033025,245.36058803046419,648.602080346579,1780.429789014563,225.34083394135826,142.60516775320482,1.8976070226640696,30.266832011491907,70.59098124310339,2899.7332913329647
2011,South Carolina,4004.555205312046,609.5897955009153,1034.7991111623946,2671.735873268961,298.02022088069054,464.7209794696696,6.9932148333079835,36.67067028215873,101.20493091577897,4614.145000812961
2011,South Dakota,1894.1509006471485,260.6175335552813,362.3883708866072,1414.267974252721,117.49455550782038,175.1894584231463,2.4761760907865202,62.275828683280984,20.676070358067445,2154.76843420243
2011,Tennessee,3666.248490987047,617.5778911084503,997.6197171447211,2444.080977568879,224.54779627344655,449.9530088245601,6.033670102100813,33.26457595763474,128.32663622415467,4283.826382095496
2011,Texas,3603.7913171479654,422.7545388270461,870.8862979035397,2474.878388542074,258.0266307023516,272.4529365988882,4.561199122296122,30.216935070361743,115.52346803550002,4026.545855975011
2011,Utah,3096.5843073839783,204.28087570832656,485.0151673118191,2383.7188105233195,227.85032954884014,129.52151430794746,1.8413635812901255,33.181371734848064,39.73662608424091,3300.8651830923054
2011,Vermont,2413.9222155728867,148.00994626838923,614.1212689492734,1715.3152691860894,84.4856774375238,107.04719357140799,1.7601182799484127,23.361569897497112,15.841064519535713,2561.932161841276
2011,Virginia,2307.564590915789,202.0390119240109,386.76832456241283,1797.534049137341,123.26221721603514,109.6869720037062,3.835385264449814,20.072690643880442,68.44396401197447,2509.6036028398003
2011,Washington,3670.7453728442497,302.9080040193331,850.1776307730001,2447.494267490074,373.07347458117545,181.00526917431566,2.4500796275878964,34.87229899388908,84.58035622354045,3973.6533768635827
2011,West Virginia,2112.737844811338,297.7189862064633,554.8719326332939,1443.6960699144051,114.16984226363918,229.422889861848,4.711943205377898,20.14761922299515,43.43653391624223,2410.4568310178015
2011,Wisconsin,2469.8083441293593,251.86706968692965,479.56775176512605,1844.2007642509755,146.0398281132583,147.22255124677554,2.4360566033639115,21.006575057993153,81.20188677879706,2721.675413816289
2011,Wyoming,2321.627843669607,224.44686017771866,336.03931515764464,1891.66337658217,93.9251519297923,182.0813885779083,3.24501484594292,26.320675972648132,12.799780781219296,2546.074703847326
