State_Name,House_Income,Population,Med_Age,Per_Cap_Income,Pov_Rate,Unemp_Rate,Year,Lat,Lng,Geo
North Dakota,57181.0,721640.0,35.4,32035.0,11.052325259131978,1.588603735934815,2015,47.4501,-100.4659,North
Ohio,49429.0,11575977.0,39.2,26953.0,15.34070083242218,4.122770803708404,2015,40.2862,-82.7937,North
Oklahoma,46879.0,3849733.0,36.2,25032.0,16.21003326724217,3.012624511881733,2015,35.5889,-97.4943,South
Oregon,51243.0,3939233.0,39.1,27684.0,16.16931519409997,4.671366227892587,2015,43.9336,-120.5583,North
Pennsylvania,53599.0,12779559.0,40.5,29291.0,13.040896012139386,4.029818243336879,2015,40.8781,-77.7996,North
Rhode Island,56852.0,1053661.0,39.7,31118.0,13.687799016951372,4.595216108406784,2015,41.6762,-71.5562,North
South Carolina,45483.0,4777576.0,38.6,24604.0,17.391685658166402,4.562501988456071,2015,33.9169,-80.8964,South
South Dakota,50957.0,843190.0,36.8,26747.0,13.627652130599271,2.3980360298390635,2015,44.4443,-100.2263,North
Tennessee,45219.0,6499615.0,38.4,25227.0,17.194772305744262,4.09711959862238,2015,35.858000000000004,-86.3505,South
Texas,53207.0,26538614.0,34.1,26999.0,16.852617095979465,3.4367582270875188,2015,31.4757,-99.3312,South
Utah,60727.0,2903379.0,30.1,24686.0,12.110062103500782,2.819817874276834,2015,39.3055,-111.6703,South
Vermont,55176.0,626604.0,42.4,29894.0,11.048924041340305,3.025355727062068,2015,44.0687,-72.6658,North
Virginia,65015.0,8256630.0,37.6,34152.0,11.164627699194465,3.343131519760483,2015,37.5215,-78.8537,South
Washington,61062.0,6985464.0,37.4,31762.0,13.005750226470282,3.976915491941552,2015,47.3826,-120.4472,South
West Virginia,41751.0,1851420.0,41.8,23450.0,17.466809259919412,3.4212118265979625,2015,38.6409,-80.6227,South
Wisconsin,53357.0,5742117.0,39.0,28340.0,12.61465065933,3.3744174840045926,2015,44.6243,-89.9941,North
Wyoming,58840.0,579679.0,36.8,29803.0,11.212239877587423,2.587984039442519,2015,42.9957,-107.5512,North
Alabama,44758.0,4841164.0,38.6,24736.0,17.943329331540927,3.8106331452518445,2016,32.7794,-86.8287,South
Alaska,74444.0,736855.0,33.6,34191.0,9.88335561270535,4.090221278270487,2016,64.0685,-152.2782,North
Arizona,51340.0,6728577.0,37.1,26686.0,17.323662937943638,3.7150797263671054,2016,34.2744,-111.6602,South
Arkansas,42336.0,2968472.0,37.7,23401.0,18.27307112885013,3.1393255520011643,2016,34.8938,-92.4426,South
California,63783.0,38654206.0,36.0,31458.0,15.533256587911804,4.355867508958792,2016,37.1841,-119.4696,South
Colorado,62520.0,5359295.0,36.4,33230.0,11.903394009846444,3.203686305754768,2016,38.9972,-105.5478,South
Connecticut,71755.0,3588570.0,40.6,39906.0,10.044781068782273,4.319408566643538,2016,41.6219,-72.7273,North
Delaware,61017.0,934695.0,39.6,31118.0,11.70948812179374,3.6021375956862935,2016,38.9896,-75.505,South
District of Columbia,72935.0,659009.0,33.8,48781.0,17.00432012309392,5.0569870821187575,2016,38.9101,-77.0147,South
Florida,48900.0,19934451.0,41.6,27598.0,15.747902964571233,4.023266053326475,2016,28.6305,-82.4497,South
Georgia,51037.0,10099320.0,36.2,26678.0,17.297144758260952,4.149913063453777,2016,32.6415,-83.4426,South
Hawaii,71977.0,1413673.0,38.5,30970.0,10.509997715171755,2.7423597960773107,2016,20.2927,-156.3737,South
Idaho,49174.0,1635483.0,35.7,24280.0,14.954909344823516,2.9584532520362488,2016,44.3509,-114.613,North
Illinois,59196.0,12851684.0,37.4,31502.0,13.645923755984041,4.245630378088973,2016,40.0417,-89.1965,North
Indiana,50433.0,6589578.0,37.4,26117.0,14.533464813680027,3.4741071431281334,2016,39.8942,-86.2816,North
Iowa,54570.0,3106589.0,38.0,28872.0,11.904632379757992,2.4235262533923865,2016,42.0751,-93.49600000000001,North
Kansas,53571.0,2898292.0,36.2,28478.0,12.875238243765638,2.725743299846944,2016,38.4937,-98.3804,South
Kentucky,44811.0,4411989.0,38.6,24802.0,18.226224045436197,3.5473569857041802,2016,37.5347,-85.3021,South
Louisiana,45652.0,4645670.0,36.2,25515.0,19.148368265503144,3.623287921871334,2016,31.0689,-91.9968,South
Maine,50826.0,1329923.0,44.0,28473.0,13.113917121517561,3.1295044901095777,2016,45.3695,-69.2428,North
Maryland,76067.0,5959902.0,38.3,37756.0,9.678598742059853,3.6256636434625937,2016,39.055,-76.7909,South
Massachusetts,70954.0,6742143.0,39.4,38069.0,10.988138341177278,3.7428307290426797,2016,42.2596,-71.8083,North
Michigan,50803.0,9909600.0,39.5,27549.0,15.894344877694357,4.167009768305482,2016,44.3467,-85.4102,North
Minnesota,63217.0,5450868.0,37.8,33225.0,10.589065814839032,2.6757756746265,2016,46.2807,-94.3053,North
Mississippi,40528.0,2989192.0,36.7,21651.0,21.59623737785997,4.3101948620229145,2016,32.7364,-89.6678,South
Missouri,49593.0,6059651.0,38.3,27044.0,14.815292167816265,3.3028799843423324,2016,38.3566,-92.458,North
Montana,48380.0,1023391.0,39.8,27309.0,14.527878396429127,2.871043423285919,2016,47.0527,-109.6333,South
Nebraska,54384.0,1881259.0,36.2,28596.0,12.067503730214712,2.261464264091228,2016,41.5378,-99.7951,North
Nevada,53094.0,2839172.0,37.5,27253.0,14.69643262190526,4.7029556504502015,2016,39.3289,-116.6312,South
New Hampshire,68485.0,1327503.0,42.4,35264.0,8.262881515145352,2.841952146247504,2016,43.6805,-71.5811,North
New Jersey,73702.0,8915456.0,39.5,37538.0,10.648260728335153,4.137421574398438,2016,40.1907,-74.6728,North
New Mexico,45674.0,2082669.0,37.2,24459.0,20.493607001400605,3.8976428803616896,2016,34.4071,-106.1126,South
New York,60741.0,19697457.0,38.2,34212.0,15.065721427898028,3.854426487642542,2016,42.9538,-75.5268,North
North Carolina,48256.0,9940828.0,38.3,26779.0,16.414165902478143,4.069922545687342,2016,35.5557,-79.3877,South
North Dakota,59114.0,736162.0,35.2,33107.0,10.773987247372181,1.528196239414694,2016,47.4501,-100.4659,North
Ohio,50674.0,11586941.0,39.3,27800.0,14.955103335729422,3.6589122185052982,2016,40.2862,-82.7937,North
Oklahoma,48038.0,3875589.0,36.2,25628.0,16.027370291328623,2.841374562679376,2016,35.5889,-97.4943,South
Oregon,53270.0,3982267.0,39.1,28822.0,15.423953240704353,4.037825690743489,2016,43.9336,-120.5583,North
Pennsylvania,54895.0,12783977.0,40.6,30137.0,12.88927537964125,3.664274427277208,2016,40.8781,-77.7996,North
Rhode Island,58387.0,1054491.0,39.9,31904.0,13.291815672205832,4.134696265781311,2016,41.6762,-71.5562,North
South Carolina,46898.0,4834605.0,38.8,25521.0,16.680204484130556,4.022127971157933,2016,33.9169,-80.8964,South
South Dakota,52078.0,851058.0,36.8,27516.0,13.5478428027232,2.1897449997532483,2016,44.4443,-100.2263,North
Tennessee,46574.0,6548009.0,38.5,26019.0,16.80158044987415,3.640373738032431,2016,35.858000000000004,-86.3505,South
Texas,54727.0,26956435.0,34.2,27828.0,16.312642973746343,3.1463025433444742,2016,31.4757,-99.3312,South
Utah,62518.0,2948427.0,30.3,25600.0,11.49114426099069,2.4797629380005,2016,39.3055,-111.6703,South
Vermont,56104.0,626249.0,42.6,30663.0,11.12544690690125,2.728467430686516,2016,44.0687,-72.6658,North
Virginia,66149.0,8310301.0,37.8,34967.0,11.090621145972932,3.0725722209099287,2016,37.5215,-78.8537,South
Washington,62848.0,7073146.0,37.6,32999.0,12.48745607682918,3.4594507168380235,2016,47.3826,-120.4472,South
West Virginia,42644.0,1846092.0,41.9,24002.0,17.22882716571005,3.3159235834400453,2016,38.6409,-80.6227,South
Wisconsin,54610.0,5754798.0,39.1,29253.0,12.397863487128479,2.944082485605924,2016,44.6243,-89.9941,North
Wyoming,59143.0,583029.0,36.8,30139.0,11.279370322917043,2.593009953192723,2016,42.9957,-107.5512,North
Alabama,46472.0,4850771.0,38.7,25746.0,17.51678238366643,3.4095816933019516,2017,32.7794,-86.8287,South
Alaska,76114.0,738565.0,33.9,35065.0,9.935482997434214,4.00073114756318,2017,64.0685,-152.2782,North
Arizona,53510.0,6809946.0,37.2,27964.0,16.564683479134782,3.317368449030286,2017,34.2744,-111.6602,South
Arkansas,43813.0,2977944.0,37.9,24426.0,17.603118124450962,2.858616548867272,2017,34.8938,-92.4426,South
California,67169.0,38982847.0,36.1,33128.0,14.81012405276608,3.825133654296722,2017,37.1841,-119.4696,South
Colorado,65458.0,5436519.0,36.5,34845.0,11.259833728163187,2.811652088404363,2017,38.9972,-105.5478,South
Connecticut,73781.0,3594478.0,40.8,41365.0,9.758941353932338,3.9146713375349633,2017,41.6219,-72.7273,North
District of Columbia,77649.0,672391.0,33.9,50832.0,16.51196996985385,4.651906405647904,2017,38.9101,-77.0147,South
Delaware,63036.0,943732.0,39.8,32625.0,11.79402627016992,3.2048293371423244,2017,38.9896,-75.505,South
Florida,50883.0,20278447.0,41.8,28774.0,15.144019657915619,3.4475864941728527,2017,28.6305,-82.4497,South
Georgia,52977.0,10201635.0,36.4,28015.0,16.458440240216397,3.6521694806763816,2017,32.6415,-83.4426,South
Hawaii,74923.0,1421658.0,38.8,32511.0,10.06908834614232,2.4183031361973133,2017,20.2927,-156.3737,South
Idaho,50985.0,1657375.0,35.9,25471.0,14.239384568972019,2.5539180933705405,2017,44.3509,-114.613,North
Illinois,61229.0,12854526.0,37.7,32924.0,13.214123959140927,3.82207792025937,2017,40.0417,-89.1965,North
Indiana,52182.0,6614418.0,37.5,27305.0,14.113713406077451,3.0569431807908116,2017,39.8942,-86.2816,North
Iowa,56570.0,3118102.0,38.1,30063.0,11.588556115226506,2.213461907275644,2017,42.0751,-93.49600000000001,North
Kansas,55477.0,2903820.0,36.3,29600.0,12.441714706834446,2.445365070837724,2017,38.4937,-98.3804,South
Kentucky,46535.0,4424376.0,38.6,25888.0,17.710655694723958,3.1804937012586634,2017,37.5347,-85.3021,South
Maine,53024.0,1330158.0,44.3,29886.0,12.547682305410335,2.765836840435497,2017,45.3695,-69.2428,North
Louisiana,46710.0,4663461.0,36.4,26205.0,19.03251683674421,3.3705867809337313,2017,31.0689,-91.9968,South
Massachusetts,74167.0,6789319.0,39.4,39913.0,10.71603794136054,3.3119080131600827,2017,42.2596,-71.8083,North
Maryland,78916.0,5996079.0,38.5,39070.0,9.455612576151848,3.308412047272893,2017,39.055,-76.7909,South
Michigan,52668.0,9925568.0,39.6,28938.0,15.221708218612779,3.643358244082354,2017,44.3467,-85.4102,North
Minnesota,65699.0,5490726.0,37.9,34712.0,10.217137041622546,2.3769170051464963,2017,46.2807,-94.3053,North
Mississippi,42009.0,2986220.0,36.9,22500.0,20.762268017761585,3.944317565350175,2017,32.7364,-89.6678,South
Missouri,51542.0,6075300.0,38.4,28282.0,14.183316050236202,2.895643013513736,2017,38.3566,-92.458,North
Montana,50801.0,1029862.0,39.8,28706.0,14.001681778723752,2.43488933468756,2017,47.0527,-109.6333,South
Nebraska,56675.0,1893921.0,36.3,29866.0,11.633536984911197,2.0529367381216006,2017,41.5378,-99.7951,North
New Hampshire,71305.0,1331848.0,42.7,36914.0,7.843988202857984,2.5202575669295597,2017,43.6805,-71.5811,North
Nevada,55434.0,2887725.0,37.7,28450.0,14.033988693521717,4.026872364923945,2017,39.3289,-116.6312,South
New Jersey,76475.0,8960161.0,39.6,39069.0,10.471374342492282,3.662512314231854,2017,40.1907,-74.6728,North
New Mexico,46718.0,2084828.0,37.3,25257.0,20.159600696076605,3.5355434597002726,2017,34.4071,-106.1126,South
New York,62765.0,19798228.0,38.4,35752.0,14.690562205870142,3.4617643558807383,2017,42.9538,-75.5268,North
North Carolina,50320.0,10052564.0,38.4,28123.0,15.716099892524932,3.504449213155967,2017,35.5557,-79.3877,South
North Dakota,61285.0,745475.0,35.1,34256.0,10.647439551963513,1.4869713940776015,2017,47.4501,-100.4659,North
Ohio,52407.0,11609756.0,39.3,29011.0,14.504094659698275,3.2622132627076743,2017,40.2862,-82.7937,North
Oklahoma,49767.0,3896251.0,36.3,26461.0,15.725732248769393,2.704522886230892,2017,35.5889,-97.4943,South
Oregon,56119.0,4025127.0,39.2,30410.0,14.589552081213835,3.4319165581607733,2017,43.9336,-120.5583,North
Pennsylvania,56951.0,12790505.0,40.7,31476.0,12.693298661780752,3.2994475198594584,2017,40.8781,-77.7996,North
Rhode Island,61043.0,1056138.0,39.9,33315.0,12.889035334397589,3.658044687341995,2017,41.6762,-71.5562,North
South Carolina,48781.0,4893444.0,39.0,26645.0,16.157475185166113,3.4792877981233667,2017,33.9169,-80.8964,South
South Dakota,54126.0,855444.0,36.8,28761.0,13.429867998372774,1.9893762771145744,2017,44.4443,-100.2263,North
Tennessee,48708.0,6597381.0,38.6,27277.0,16.25432880108031,3.194540378977658,2017,35.858000000000004,-86.3505,South
Texas,57051.0,27419612.0,34.3,28985.0,15.650783096420183,2.86250585894505,2017,31.4757,-99.3312,South
Utah,65325.0,2993941.0,30.5,26907.0,10.850447620711297,2.1481385237718444,2017,39.3055,-111.6703,South
Vermont,57808.0,624636.0,42.8,31917.0,10.909393630850607,2.3964356841424443,2017,44.0687,-72.6658,North
Virginia,68766.0,8365952.0,38.0,36268.0,10.839627098027815,2.828703774537554,2017,37.5215,-78.8537,South
West Virginia,44061.0,1836843.0,42.2,24774.0,17.262716519593674,3.1390271242561285,2017,38.6409,-80.6227,South
Washington,66174.0,7169967.0,37.6,34869.0,11.993779050865925,3.0519108386412377,2017,47.3826,-120.4472,South
Wyoming,60938.0,583200.0,37.0,31214.0,10.87071330589849,2.4792524005486967,2017,42.9957,-107.5512,North
Wisconsin,56759.0,5763217.0,39.2,30557.0,12.019658465055194,2.520658167131309,2017,44.6243,-89.9941,North
Minnesota,68411.0,5527358.0,37.9,36245.0,9.904225490731738,2.156871329846918,2018,46.2807,-94.3053,North
Mississippi,43567.0,2988762.0,37.2,23434.0,20.06834267833973,3.6816581581270102,2018,32.7364,-89.6678,South
Missouri,53560.0,6090062.0,38.5,29537.0,13.758973225559936,2.5608606283482827,2018,38.3566,-92.458,North
Montana,52559.0,1041732.0,39.8,29765.0,13.349210737502544,2.153432936686211,2018,47.0527,-109.6333,South
Nebraska,59116.0,1904760.0,36.4,31101.0,11.223986223986223,1.9186144186144185,2018,41.5378,-99.7951,North
Nevada,57598.0,2922849.0,37.9,29961.0,13.460531146152265,3.4811240676476958,2018,39.3289,-116.6312,South
New Hampshire,74057.0,1343622.0,42.7,38548.0,7.6176186457203,2.261945696036534,2018,43.6805,-71.5811,North
New Jersey,79363.0,8881845.0,39.8,40895.0,10.179551658467357,3.2097385171661967,2018,40.1907,-74.6728,North
New Mexico,48059.0,2092434.0,37.5,26085.0,19.612996156629073,3.2674865730532003,2018,34.4071,-106.1126,South
New York,65323.0,19618453.0,38.7,37470.0,14.262006285612836,3.071781449842146,2018,42.9538,-75.5268,North
North Carolina,52413.0,10155624.0,38.6,29456.0,15.005961228970273,3.0781958843690944,2018,35.5557,-79.3877,South
North Dakota,63473.0,752201.0,35.1,35373.0,10.538406622697922,1.5539729407432321,2018,47.4501,-100.4659,North
Ohio,54533.0,11641879.0,39.3,30304.0,14.13849087419651,2.9482525973685174,2018,40.2862,-82.7937,North
Oklahoma,51424.0,3918137.0,36.4,27432.0,15.51272964676835,2.5289314794250433,2018,35.5889,-97.4943,South
Oregon,59393.0,4081943.0,39.2,32045.0,13.847498605443535,3.0251524825309906,2018,43.9336,-120.5583,North
Pennsylvania,59445.0,12791181.0,40.7,32889.0,12.344043915882358,2.9689596292945897,2018,40.8781,-77.7996,North
Rhode Island,63296.0,1056611.0,39.9,34619.0,12.592619232622035,3.263168753685131,2018,41.6762,-71.5562,North
South Carolina,51015.0,4955925.0,39.2,27986.0,15.549710699818904,3.0920968335880787,2018,33.9169,-80.8964,South
South Dakota,56499.0,864289.0,36.8,29801.0,13.090991554908138,1.8803895456265207,2018,44.4443,-100.2263,North
Tennessee,50972.0,6651089.0,38.7,28511.0,15.734385752468505,2.8798892933172295,2018,35.858000000000004,-86.3505,South
Texas,59570.0,27885195.0,34.4,30143.0,15.111739401499612,2.664517856159873,2018,31.4757,-99.3312,South
Utah,68374.0,3045350.0,30.7,28239.0,10.176301574531664,1.9360007880867551,2018,39.3055,-111.6703,South
Vermont,60076.0,624977.0,42.9,33238.0,10.725834710717354,2.2205617166711735,2018,44.0687,-72.6658,North
Virginia,71564.0,8413774.0,38.1,37763.0,10.620442146413726,2.5870673493250473,2018,37.5215,-78.8537,South
West Virginia,44921.0,1829054.0,42.4,25479.0,17.247385807089348,2.938677589617365,2018,38.6409,-80.6227,South
Washington,70116.0,7294336.0,37.6,36888.0,11.263821683015424,2.7189589292294736,2018,47.3826,-120.4472,South
Wisconsin,59209.0,5778394.0,39.3,32018.0,11.564112796739025,2.1596312054871993,2018,44.6243,-89.9941,North
Wyoming,62268.0,581836.0,37.3,32295.0,10.88124488687534,2.3520373438563444,2018,42.9957,-107.5512,North
Alabama,48486.0,4864680.0,38.9,26846.0,17.049425655952703,3.040241084716775,2018,32.7794,-86.8287,South
Alaska,76715.0,738516.0,34.0,35874.0,10.543441171213622,3.800459299459998,2018,64.0685,-152.2782,North
Arizona,56213.0,6946685.0,37.4,29265.0,15.72249209515042,3.0261052573997524,2018,34.2744,-111.6602,South
Arkansas,45726.0,2990671.0,37.9,25635.0,17.06429761080373,2.533678896809445,2018,34.8938,-92.4426,South
California,71228.0,39148760.0,36.3,35021.0,14.016129757366517,3.375590951028845,2018,37.1841,-119.4696,South
Colorado,68811.0,5531141.0,36.6,36415.0,10.675988914403014,2.51893777432179,2018,38.9972,-105.5478,South
Connecticut,76106.0,3581504.0,40.8,43056.0,9.72912497096192,3.515534255999714,2018,41.6219,-72.7273,North
Delaware,65627.0,949495.0,40.2,33989.0,11.563831299796208,3.0017009041648457,2018,38.9896,-75.505,South
District of Columbia,82604.0,684498.0,33.9,53321.0,15.996686622897364,4.291173969828984,2018,38.9101,-77.0147,South
Florida,53267.0,20598139.0,41.9,30197.0,14.486022256670857,3.0244382757102475,2018,28.6305,-82.4497,South
Georgia,55679.0,10297484.0,36.5,29523.0,15.61268752638994,3.1352707127294397,2018,32.6415,-83.4426,South
Idaho,53089.0,1687809.0,36.1,26772.0,13.560894627294912,2.2320061096960617,2018,44.3509,-114.613,North
Hawaii,78084.0,1422029.0,38.9,34035.0,9.670407565527848,2.2528373190701454,2018,20.2927,-156.3737,South
Illinois,63575.0,12821497.0,37.9,34463.0,12.75672411731641,3.4094224722744935,2018,40.0417,-89.1965,North
Indiana,54325.0,6637426.0,37.6,28461.0,13.685410579342053,2.7264936739031063,2018,39.8942,-86.2816,North
Iowa,58580.0,3132499.0,38.1,31085.0,11.28919753845093,2.0819160676507797,2018,42.0751,-93.49600000000001,North
Kansas,57422.0,2908776.0,36.5,30757.0,12.04217856582975,2.2359232886960014,2018,38.4937,-98.3804,South
Kentucky,48392.0,4440204.0,38.7,26948.0,17.38839026315007,2.890813124802374,2018,37.5347,-85.3021,South
Louisiana,47942.0,4663616.0,36.6,27027.0,18.835041307002978,3.2131719249612316,2018,31.0689,-91.9968,South
Maine,55425.0,1332813.0,44.6,31253.0,12.13546086360202,2.416167909526693,2018,45.3695,-69.2428,North
Maryland,81868.0,6003435.0,38.6,40517.0,9.219655080799576,3.016423097776523,2018,39.055,-76.7909,South
Massachusetts,77378.0,6830193.0,39.4,41794.0,10.399486515241955,2.9788909332430284,2018,42.2596,-71.8083,North
Michigan,54938.0,9957488.0,39.7,30336.0,14.632284769010015,3.223784954598991,2018,44.3467,-85.4102,North
