All causes,Alzheimer,CLRD,Cancer,Diabetes,Heart,Pneumonia,Kidney,Stroke,Suicide,Injuries,State,Geo
760.9422622013349,13.054556825849966,46.49516943991837,172.2902256156589,14.962242780343802,188.6364758531845,18.665397868478895,15.411110063754117,33.2535845793141,19.301293186643505,43.203476028242726,Nevada,South
822.4720364827103,30.017227608858047,49.395437837361335,208.2207687298001,21.2780347607095,177.29162534548308,16.718455883414606,13.070792781578694,37.236560831241626,15.046610295073148,42.02411865240126,New Hampshire,North
806.094871464438,22.392158905727182,36.06737023743914,190.88173010045395,25.385396473737654,209.41238405203026,14.360685583928095,17.02261059670077,39.049183234579345,7.8715293296153215,30.674972786672186,New Jersey,North
807.604401473441,20.764445770925455,50.26664886389519,163.36660880765936,30.042176860062362,163.6120514290651,17.426426119807417,13.15572450734757,35.68735715239434,20.617180198082014,65.58226843961326,New Mexico,South
772.8242552447233,13.278108559080176,36.07314471200751,183.75389484276812,20.660591858607777,230.54588723668627,25.46309152082679,11.3819760063594,32.40003547736536,8.589584077625801,28.685480722445153,New York,North
848.1180489611344,30.025260289703414,49.98547575810597,194.12371256610228,24.185835551606925,180.52316149428117,17.189143001778582,18.102216688099126,45.64306718013967,12.878585831474625,45.62183290836477,North Carolina,South
894.5938933656076,61.48927012236365,51.291049711825295,198.1154288576643,31.044582720315304,193.46624014109537,17.996859548008874,16.49712125234147,50.54118056399159,15.897225934074504,44.692201210888705,North Dakota,North
966.7836706249498,35.026570564700855,60.699996945912105,218.12434580049035,31.82498410486072,228.1716008695821,19.877600486432907,16.858218134063353,49.37731312452627,12.710905592590226,45.767936519394844,Ohio,North
1000.8022570883991,30.421158050030694,70.99167590967339,215.29026630627914,32.87100352131635,253.03403939136146,23.23314990900574,14.806758342935291,50.18145009314797,18.65651551209847,60.86923747886672,Oklahoma,South
862.3902581568448,34.82385939367032,53.20896340890865,205.20827114004214,29.27413557791168,164.5190638273473,10.547105450801961,8.311434719335212,50.31574246230462,17.25411764520221,45.2920588186558,Oregon,North
1012.8713655656277,27.612922120896734,52.342916159949276,228.22522445174803,27.34437539546467,252.22856264551382,21.88655812271306,22.692198299009245,53.90680591393598,13.798562627347424,49.0966601554617,Pennsylvania,North
909.0486442072224,30.361712362625113,49.90706469606503,205.89036195905155,17.078463203976625,226.7640392083563,21.442959356103984,16.509181097177404,38.331661857814204,9.582915464453551,51.330269963063074,Rhode Island,North
919.432920209167,34.09192231237642,52.49281884251804,208.5507786070565,23.82063802595532,203.13103711124282,16.78371559993916,17.526744675978133,49.97963226179799,14.37979800098954,49.935924669089815,South Carolina,South
905.5375964006305,52.49493312467423,60.171079006112436,206.14165955797782,32.56171559384274,201.18930737640477,22.03796720800003,6.066631422426974,54.97110921546074,15.84752698103373,50.88541866566299,South Dakota,North
961.2747938191718,41.1083470903658,58.08201377232835,215.33851032813482,27.754882469663738,226.02445764053968,23.49955723976106,12.861244165004363,51.09565891726425,15.163565651332307,55.335106067950875,Tennessee,South
680.708513260193,21.85742765241903,36.719671164183914,150.765795059188,20.54961480673412,153.76488439358272,12.331383467800578,13.7118525826902,36.590504463375524,11.68958642315891,37.983082956465935,Texas,South
562.2051286395011,14.80456319357261,23.827244741894226,101.1276878844537,20.66009938207521,111.80759665593642,13.184163242037299,8.396617930682972,28.798926411377565,18.48729035615286,38.96325338009906,Utah,South
869.3384195417932,41.12276344970382,55.843752700181454,215.53448391731922,26.88180645739394,189.93276348170596,10.880731185135641,6.880462367071067,36.322440868026334,19.201290326709955,48.16323656949747,Vermont,North
767.1275184855476,22.797832805463205,39.26223336502573,181.37335053200832,20.7287433864837,167.4448461505853,17.92790283152364,17.9026700337312,42.2270871056366,13.297684436612185,35.43946449947213,Virginia,South
746.913538493682,47.16779062190687,46.29598314705964,180.40402263993826,24.54588976595727,156.91031430914143,11.032873905825252,7.395332372841994,38.43468471007516,15.346817789983083,40.71942154070928,Washington,South
1184.3225525517068,33.03776270437376,85.08577903044457,258.9943954955989,42.78661071550045,266.1435507037585,24.642921361459123,24.101318694174307,56.81411979817718,16.573041618915365,77.55750195518563,West Virginia,South
854.5615954264273,31.898219436801366,46.16150737533789,204.91119602788615,21.130143146569583,198.87401227172342,17.405447905194325,17.281879816617895,45.08469974631471,13.151175141348654,47.308925340690465,Wisconsin,North
790.8822293973105,27.582626190514823,58.95110303462971,168.74077198903186,19.47008907565752,166.937985963508,20.912317896076598,15.323681216952679,38.57962094621027,23.796775536914748,57.148317009105874,Wyoming,North
